starttime	seconds	ctime	dtime	ttime	wait
Tue Oct 26 20:50:03 2021	1635261603	0	1441	1441	1375
Tue Oct 26 20:49:58 2021	1635261598	3	1439	1442	1433
Tue Oct 26 20:49:51 2021	1635261591	0	1445	1445	1179
Tue Oct 26 20:49:57 2021	1635261597	0	1459	1459	1127
Tue Oct 26 20:49:51 2021	1635261591	0	1459	1459	1458
Tue Oct 26 20:49:51 2021	1635261591	0	1462	1462	1461
Tue Oct 26 20:49:50 2021	1635261590	0	1465	1465	1188
Tue Oct 26 20:49:53 2021	1635261593	0	1471	1472	1018
Tue Oct 26 20:49:51 2021	1635261591	0	1474	1474	1468
Tue Oct 26 20:49:56 2021	1635261596	0	1474	1474	1163
Tue Oct 26 20:50:00 2021	1635261600	0	1474	1474	1473
Tue Oct 26 20:49:58 2021	1635261598	0	1475	1475	1474
Tue Oct 26 20:49:52 2021	1635261592	0	1477	1477	1105
Tue Oct 26 20:49:54 2021	1635261594	0	1481	1481	1464
Tue Oct 26 20:50:00 2021	1635261600	0	1481	1481	1478
Tue Oct 26 20:50:03 2021	1635261603	0	1484	1484	1483
Tue Oct 26 20:49:58 2021	1635261598	0	1491	1491	1486
Tue Oct 26 20:49:51 2021	1635261591	0	1492	1493	1492
Tue Oct 26 20:49:51 2021	1635261591	0	1494	1494	1493
Tue Oct 26 20:49:58 2021	1635261598	0	1494	1494	1493
Tue Oct 26 20:49:59 2021	1635261599	0	1495	1495	1049
Tue Oct 26 20:49:52 2021	1635261592	0	1495	1495	1481
Tue Oct 26 20:50:00 2021	1635261600	6	1492	1497	1491
Tue Oct 26 20:49:58 2021	1635261598	0	1499	1499	1496
Tue Oct 26 20:49:53 2021	1635261593	0	1501	1501	1472
Tue Oct 26 20:50:02 2021	1635261602	0	1501	1501	1268
Tue Oct 26 20:49:51 2021	1635261591	0	1502	1502	1191
Tue Oct 26 20:49:54 2021	1635261594	0	1506	1506	1486
Tue Oct 26 20:50:03 2021	1635261603	0	1508	1508	1507
Tue Oct 26 20:50:01 2021	1635261601	0	1510	1511	1070
Tue Oct 26 20:50:00 2021	1635261600	0	1516	1516	1473
Tue Oct 26 20:49:54 2021	1635261594	0	1517	1517	1493
Tue Oct 26 20:49:51 2021	1635261591	0	1518	1518	1517
Tue Oct 26 20:49:54 2021	1635261594	0	1524	1525	1511
Tue Oct 26 20:49:57 2021	1635261597	0	1530	1530	1526
Tue Oct 26 20:49:54 2021	1635261594	0	1535	1535	1506
Tue Oct 26 20:49:58 2021	1635261598	0	1536	1536	906
Tue Oct 26 20:49:57 2021	1635261597	0	1541	1541	1540
Tue Oct 26 20:50:00 2021	1635261600	0	1544	1544	1543
Tue Oct 26 20:50:03 2021	1635261603	0	1545	1545	1544
Tue Oct 26 20:49:52 2021	1635261592	0	1547	1547	1537
Tue Oct 26 20:49:54 2021	1635261594	0	1548	1548	916
Tue Oct 26 20:49:51 2021	1635261591	0	1550	1550	1549
Tue Oct 26 20:49:52 2021	1635261592	0	1550	1550	1540
Tue Oct 26 20:49:51 2021	1635261591	0	1554	1554	1550
Tue Oct 26 20:49:58 2021	1635261598	0	1559	1559	1194
Tue Oct 26 20:49:54 2021	1635261594	0	1559	1559	1533
Tue Oct 26 20:50:01 2021	1635261601	0	1562	1562	1442
Tue Oct 26 20:49:52 2021	1635261592	0	1563	1564	850
Tue Oct 26 20:50:00 2021	1635261600	0	1566	1566	1565
Tue Oct 26 20:49:54 2021	1635261594	0	1574	1574	1569
Tue Oct 26 20:49:58 2021	1635261598	0	1577	1577	1576
Tue Oct 26 20:50:00 2021	1635261600	0	1579	1579	1576
Tue Oct 26 20:50:01 2021	1635261601	0	1580	1580	1103
Tue Oct 26 20:50:03 2021	1635261603	0	1582	1583	1582
Tue Oct 26 20:49:55 2021	1635261595	1	1583	1584	1426
Tue Oct 26 20:49:52 2021	1635261592	0	1585	1585	1372
Tue Oct 26 20:49:52 2021	1635261592	0	1586	1586	954
Tue Oct 26 20:50:01 2021	1635261601	0	1592	1592	1372
Tue Oct 26 20:50:01 2021	1635261601	0	1600	1600	1319
Tue Oct 26 20:50:02 2021	1635261602	0	1604	1604	775
Tue Oct 26 20:50:00 2021	1635261600	0	1605	1605	1594
Tue Oct 26 20:49:56 2021	1635261596	0	1607	1607	1220
Tue Oct 26 20:50:03 2021	1635261603	0	1615	1615	1614
Tue Oct 26 20:50:02 2021	1635261602	0	1618	1618	1617
Tue Oct 26 20:49:58 2021	1635261598	0	1621	1621	1615
Tue Oct 26 20:49:52 2021	1635261592	0	1628	1628	1249
Tue Oct 26 20:50:03 2021	1635261603	0	1628	1628	1590
Tue Oct 26 20:50:00 2021	1635261600	2	1638	1639	1581
Tue Oct 26 20:49:54 2021	1635261594	1	1641	1643	1566
Tue Oct 26 20:49:57 2021	1635261597	0	1644	1644	880
Tue Oct 26 20:50:04 2021	1635261604	0	1663	1663	1661
Tue Oct 26 20:49:55 2021	1635261595	0	1663	1664	1228
Tue Oct 26 20:50:02 2021	1635261602	0	1667	1667	1506
Tue Oct 26 20:49:58 2021	1635261598	0	1671	1671	1662
Tue Oct 26 20:50:00 2021	1635261600	0	1678	1678	1672
Tue Oct 26 20:49:50 2021	1635261590	0	1680	1680	1678
Tue Oct 26 20:49:52 2021	1635261592	1	1681	1682	1557
Tue Oct 26 20:50:03 2021	1635261603	0	1688	1689	1634
Tue Oct 26 20:49:50 2021	1635261590	0	1693	1693	1175
Tue Oct 26 20:50:01 2021	1635261601	0	1697	1697	1696
Tue Oct 26 20:50:02 2021	1635261602	0	1723	1723	1720
Tue Oct 26 20:49:50 2021	1635261590	0	1726	1726	1725
Tue Oct 26 20:50:00 2021	1635261600	0	1729	1730	1726
Tue Oct 26 20:49:53 2021	1635261593	0	1739	1739	1447
Tue Oct 26 20:50:03 2021	1635261603	0	1745	1745	1705
Tue Oct 26 20:49:58 2021	1635261598	0	1748	1749	1420
Tue Oct 26 20:49:54 2021	1635261594	0	1756	1756	1756
Tue Oct 26 20:50:00 2021	1635261600	0	1773	1773	1772
Tue Oct 26 20:50:00 2021	1635261600	0	1777	1777	1776
Tue Oct 26 20:49:50 2021	1635261590	0	1779	1779	1778
Tue Oct 26 20:49:58 2021	1635261598	0	1780	1780	1235
Tue Oct 26 20:49:54 2021	1635261594	0	1782	1782	1770
Tue Oct 26 20:49:52 2021	1635261592	0	1790	1791	1087
Tue Oct 26 20:50:01 2021	1635261601	0	1807	1808	1355
Tue Oct 26 20:50:03 2021	1635261603	0	1833	1834	1597
Tue Oct 26 20:50:01 2021	1635261601	0	1852	1852	1828
Tue Oct 26 20:49:58 2021	1635261598	0	1868	1868	1867
Tue Oct 26 20:49:50 2021	1635261590	0	1904	1904	1619
Tue Oct 26 20:49:53 2021	1635261593	0	1924	1924	1624
Tue Oct 26 20:49:55 2021	1635261595	0	1927	1927	1818
Tue Oct 26 20:49:50 2021	1635261590	5	1923	1928	1904
Tue Oct 26 20:50:03 2021	1635261603	0	1932	1932	1917
Tue Oct 26 20:49:58 2021	1635261598	0	1937	1937	1502
Tue Oct 26 20:49:57 2021	1635261597	0	1958	1958	1935
Tue Oct 26 20:50:03 2021	1635261603	0	1968	1969	1892
Tue Oct 26 20:50:02 2021	1635261602	1	1978	1979	1499
Tue Oct 26 20:49:54 2021	1635261594	2	1980	1981	1832
Tue Oct 26 20:49:53 2021	1635261593	0	2002	2002	1580
Tue Oct 26 20:49:51 2021	1635261591	0	2018	2018	1167
Tue Oct 26 20:49:51 2021	1635261591	0	2043	2043	1401
Tue Oct 26 20:49:52 2021	1635261592	0	2050	2050	1968
Tue Oct 26 20:49:52 2021	1635261592	0	2061	2062	2061
Tue Oct 26 20:50:01 2021	1635261601	0	2149	2150	1748
Tue Oct 26 20:50:01 2021	1635261601	0	2151	2151	2151
Tue Oct 26 20:49:50 2021	1635261590	0	2154	2154	2154
Tue Oct 26 20:49:54 2021	1635261594	0	2244	2244	2179
Tue Oct 26 20:50:01 2021	1635261601	0	2309	2309	2027
Tue Oct 26 20:49:50 2021	1635261590	2	2333	2335	2046
Tue Oct 26 20:49:50 2021	1635261590	2	2559	2561	2095
